Name,Price,Category,Link,Image,Description
Protein Snack Box,£49.91,Bundles,https://www.myprotein.com/sports-nutrition/clear-whey-starter-pack/14001321.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/14001321-7554996180734552.jpg,"Making the right nutritional choices isn’t always easy or convenient. That’s why we’ve made things super-simple with our Clear Whey Starter Pack.                                     We’re here to support your fitness journey with a selection of our fitness faves, from our award-winning refreshingly juicy Clear Whey Isolate, to our tastiest protein bar ever — giving you everything you need to get started.   The Clear Whey Starter Pack includes:  Clear Whey Isolate (20 Servings) Impact Protein Bar (6 Bars)   Plastic Shaker (Standard or Mini)"
Immunity Blend,£4.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/immunity-blend/13967197.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13967198-1725007381863799.jpg,"Gone are the days of having to take multiple supplements to support your immune system. Our Immunity Blend is a tasty, convenient way to increase your vitamin and mineral intake in one simple shake. The perfect addition to your everyday routine, simply add one scoop to 300ml of water and enjoy the benefits of zinc and vitamin C in supporting your immune system.1  High in vitamin C High in Zinc High in Magnesium"
Vitamin D3 Softgels,£6.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/immunity-blend/13967197.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13967198-1725007381863799.jpg,"Gone are the days of having to take multiple supplements to support your immune system. Our Immunity Blend is a tasty, convenient way to increase your vitamin and mineral intake in one simple shake. The perfect addition to your everyday routine, simply add one scoop to 300ml of water and enjoy the benefits of zinc and vitamin C in supporting your immune system.1  High in vitamin C High in Zinc High in Magnesium"
Vitamin C Plus Tablets,£8.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-d3-softgels/10530530.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530530-5134854679266408.jpg,"It’s not always easy to get your daily requirement of vitamin D as it mainly comes from sun exposure, and isn’t present in many foods. Our convenient softgel capsules are a weather-proof way to get all the great health benefits of vitamin D. What is vitamin D3? Vitamin D3 is a fat-soluble vitamin D called cholecalciferol, that’s essential for maintaining healthy bones,3 muscles, supporting the immune system,2 and helping the body absorb calcium5 — which helps to support normal muscle function.1 What foods contain vitamin D3? Your body can make vitamin D, but this comes from exposure to sunlight — that’s why it’s known as the sunshine vitamin. You can find vitamin D3 in small traces in foods like oily fish, egg yolks, and fortified food — but most people don’t get enough in their everyday diet. That’s where we come in. Discover more from our Myvitamins range here."
Multivitamin Gummies,£2.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-d3-softgels/10530530.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530530-5134854679266408.jpg,"It’s not always easy to get your daily requirement of vitamin D as it mainly comes from sun exposure, and isn’t present in many foods. Our convenient softgel capsules are a weather-proof way to get all the great health benefits of vitamin D. What is vitamin D3? Vitamin D3 is a fat-soluble vitamin D called cholecalciferol, that’s essential for maintaining healthy bones,3 muscles, supporting the immune system,2 and helping the body absorb calcium5 — which helps to support normal muscle function.1 What foods contain vitamin D3? Your body can make vitamin D, but this comes from exposure to sunlight — that’s why it’s known as the sunshine vitamin. You can find vitamin D3 in small traces in foods like oily fish, egg yolks, and fortified food — but most people don’t get enough in their everyday diet. That’s where we come in. Discover more from our Myvitamins range here."
Vitamin D3 & K2,£4.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-c-plus-tablets/10575249.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575249-9964904416213287.jpg,"Vitamin C is an essential water-soluble vitamin that’s involved in a huge range of vital functions in the body, making our Vitamin C Tablets ideal for hitting your daily requirements — helping you to feel your best every day.1,2 Discover more from our Myvitamins range here."
Vitamin D Gummies,£5.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-c-plus-tablets/10575249.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575249-9964904416213287.jpg,"Vitamin C is an essential water-soluble vitamin that’s involved in a huge range of vital functions in the body, making our Vitamin C Tablets ideal for hitting your daily requirements — helping you to feel your best every day.1,2 Discover more from our Myvitamins range here."
Defence Shots,£7.99,Immune System Supplements,https://www.myprotein.com/vitamins/multivitamin-gummies/12088106.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12088106-1084933719691716.jpg,Stay topped up on important nutrients with our chewable Strawberry flavour Multivitamin Gummies which contain a blend of 11 essential vitamins and minerals.
Vitamin A Softgels,£3.99,Immune System Supplements,https://www.myprotein.com/vitamins/multivitamin-gummies/12088106.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12088106-1084933719691716.jpg,Stay topped up on important nutrients with our chewable Strawberry flavour Multivitamin Gummies which contain a blend of 11 essential vitamins and minerals.
Vitamin K Tablets,£16.99,Immune System Supplements,https://www.myprotein.com/vitamins/vitamin-d3-k2/12513685.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12513685-1394838905203915.jpg,"These convenient capsules are a great addition to any routine, with immune-supporting vitamin D1 and vitamin K, which helps to maintain normal bone function.2"
Vitamin B Tablets,£6.99,Immune System Supplements,https://www.myprotein.com/vitamins/vitamin-d3-k2/12513685.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12513685-1394838905203915.jpg,"These convenient capsules are a great addition to any routine, with immune-supporting vitamin D1 and vitamin K, which helps to maintain normal bone function.2"
A-Z Multivitamin Tablets,£16.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-d-gummies/12899607.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899607-2134970785212477.jpg,"It’s not always easy to get your daily fix of vitamin D as it mainly comes from sun exposure, and isn’t present in many foods. Our chewable Vitamin D Gummies are the tastiest way to stay topped up on this essential vitamin."
Zinc & Magnesium Capsules,£13.99,Immune System Supplements,https://www.myprotein.com/sports-nutrition/vitamin-d-gummies/12899607.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899607-2134970785212477.jpg,"It’s not always easy to get your daily fix of vitamin D as it mainly comes from sun exposure, and isn’t present in many foods. Our chewable Vitamin D Gummies are the tastiest way to stay topped up on this essential vitamin."
Alpha Men Multivitamin Tablets,£5.99,Immune System Supplements,https://www.myprotein.com/vitamins/defence-shots/12543325.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12543325-7235013014871066.jpg,"Looking for a convenient way to support your immune system? Our Defence Shots are an innovative blend of essential vitamins and minerals, including vitamin C and zinc, which help to keep your natural defences working as they should.1"
Zinc Tablets,£4.99,Immune System Supplements,https://www.myprotein.com/vitamins/defence-shots/12543325.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12543325-7235013014871066.jpg,"Looking for a convenient way to support your immune system? Our Defence Shots are an innovative blend of essential vitamins and minerals, including vitamin C and zinc, which help to keep your natural defences working as they should.1"
THE Diet™,£30.99,Weight Loss Shakes,https://www.myprotein.com/sports-nutrition/the-diet/11350864.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11691933-7395002144138389.jpg,"Nutritional information may vary depending on flavour. Now featuring 25g of fast-and slow-release proteins — whey isolate, micellar casein, and hydrolysed whey — which help to grow and maintain important muscle.​  Created using expert filtration systems and the finest ingredients, THE Diet has been specially developed to help you with your weight-loss goals — giving you a delicious shake with pantothenic acid to boost energy and metabolism,​4 helping you get the most from training. Discover more from the Myprotein Pro range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Impact Whey Isolate,£10.99,Weight Loss Shakes,https://www.myprotein.com/sports-nutrition/the-diet/11350864.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11691933-7395002144138389.jpg,"Nutritional information may vary depending on flavour. Now featuring 25g of fast-and slow-release proteins — whey isolate, micellar casein, and hydrolysed whey — which help to grow and maintain important muscle.​  Created using expert filtration systems and the finest ingredients, THE Diet has been specially developed to help you with your weight-loss goals — giving you a delicious shake with pantothenic acid to boost energy and metabolism,​4 helping you get the most from training. Discover more from the Myprotein Pro range here. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Impact Diet Whey,£19.99,Weight Loss Shakes,https://www.myprotein.com/sports-nutrition/impact-whey-isolate/10530911.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530911-5884889444360331.jpg,"Nutritional information may vary depending on flavour. Packed with 23g of protein per serving, this superior-quality blend is ideal to provide your muscles with the protein they need for growth and maintenance, so that you can keep making progress with your fitness goals. What is Whey Protein Isolate? Whey isolate is a form of protein that’s been highly refined for purity — resulting in a high protein content, with low sugar and zero fat. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide. Informed Choice Certified Informed Choice is a global standard in sports nutrition quality control. Through retail monitoring and a supplement verification program, Informed Choice helps reduce the already low risk that your supplements are contaminated with impurities and banned substances. With Informed Choice, you can feel confident that our Impact Whey Isolate is manufactured to the highest standards. What to know more about Informed Choice? Check out our article here."
