Name,Price,Category,Link,Image,Description
Vegan Protein Blend,£24.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/alpha-men-multivitamin-tablets/10530421.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530421-3104926487711944.jpg,"What is the Alpha Men Multivitamin? Alpha Men Multivitamin is our advanced formula, which contains essential vitamins and minerals to support you with your goals. Each tablet includes calcium, vitamin D, selenium, pantothenic acid (vitamin B5), biotin, as well as energising natural extracts — boosting your everyday wellbeing,1,2 while you train hard, and keep up with a busy lifestyle. Our Alpha Men Multivitamin has been specially tailored to make it the perfect supplement for the active male. Discover more from our Myvitamins range here."
Multivitamin Gummies,£14.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/alpha-men-multivitamin-tablets/10530421.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530421-3104926487711944.jpg,"What is the Alpha Men Multivitamin? Alpha Men Multivitamin is our advanced formula, which contains essential vitamins and minerals to support you with your goals. Each tablet includes calcium, vitamin D, selenium, pantothenic acid (vitamin B5), biotin, as well as energising natural extracts — boosting your everyday wellbeing,1,2 while you train hard, and keep up with a busy lifestyle. Our Alpha Men Multivitamin has been specially tailored to make it the perfect supplement for the active male. Discover more from our Myvitamins range here."
Essential BCAA 2:1:1 Powder,£7.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/the-pre-workout/12663794.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12663795-3135002144917627.jpg,"Designed to help you break barriers and reach your goals, THE Pre-Workout is created using an explosive blend of caffeine and creatine, delivering the boost you need to push towards peak performance2 — rep after rep, set after set. THE Pre-Workout delivers the clarity and concentration1,3 you need for the push towards the top of your game, with creatine to boost your physical performance,2 caffeine to improve your endurance capacity — so you can train harder, for longer.1,4 To be the best, you’ve got to be ready to compete with the rest. Fuel your fitness, fight fatigue with added vitamin B6,4, and win with THE Pre-Workout. Take your game to the next level by supplying your body with the boost it needs."
Impact Protein Bar,£24.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/the-pre-workout/12663794.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12663795-3135002144917627.jpg,"Designed to help you break barriers and reach your goals, THE Pre-Workout is created using an explosive blend of caffeine and creatine, delivering the boost you need to push towards peak performance2 — rep after rep, set after set. THE Pre-Workout delivers the clarity and concentration1,3 you need for the push towards the top of your game, with creatine to boost your physical performance,2 caffeine to improve your endurance capacity — so you can train harder, for longer.1,4 To be the best, you’ve got to be ready to compete with the rest. Fuel your fitness, fight fatigue with added vitamin B6,4, and win with THE Pre-Workout. Take your game to the next level by supplying your body with the boost it needs."
Vegan A-Z Multivitamin Capsules,£10.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/protein-brownie/11094927.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11094929-9174824868519167.jpg,"Nutritional information may vary depending on flavour. With up to 75% less sugar than standard supermarket alternatives, enjoy an afternoon pick-me-up without ruining all your hard-earned progress. Created with heaps of delicious cocoa powder and baked with sweet chocolate chips, our Protein Brownies are packed with 23g of protein for an indulgent everyday treat."
Clear Vegan Protein,£13.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/protein-brownie/11094927.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11094929-9174824868519167.jpg,"Nutritional information may vary depending on flavour. With up to 75% less sugar than standard supermarket alternatives, enjoy an afternoon pick-me-up without ruining all your hard-earned progress. Created with heaps of delicious cocoa powder and baked with sweet chocolate chips, our Protein Brownies are packed with 23g of protein for an indulgent everyday treat."
Protein Cookie,£3.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Impact Diet Whey,£19.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/protein-pancake-mix/10867261.html,https://static.thcdn.com/images/small/webp/productimg/1600/1600/10867261-1604620653933544.jpg,"Nutritional information may vary depending on flavour. What is Protein Pancake Mix? With a blend of high-quality protein from milk, whey, and egg proteins, this pancake mix provides you with both fast- and slow-digesting nutrients — making it the perfect choice for a filling breakfast."
Apple Cider Vinegar Gummies,£2.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/vegan-protein-blend/11776868.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11776868-2774835585006253.jpg,"Vegan Protein Powder is our newly reformulated plant-based protein. We’ve improved the taste and texture, but don’t worry — it’s still packed with the amazing nutritionals you loved before. Completely free from artificial colours and flavours, our all-natural Vegan Protein Powder is a blend of pea and fava bean protein isolates, to enhance your plant-powdered diet. Oh, and it’s low in sugar and delicious too. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
Vegan Baked Cookie,£16.99,Subscribe & Gain,https://www.myprotein.com/sports-nutrition/vegan-protein-blend/11776868.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11776868-2774835585006253.jpg,"Vegan Protein Powder is our newly reformulated plant-based protein. We’ve improved the taste and texture, but don’t worry — it’s still packed with the amazing nutritionals you loved before. Completely free from artificial colours and flavours, our all-natural Vegan Protein Powder is a blend of pea and fava bean protein isolates, to enhance your plant-powdered diet. Oh, and it’s low in sugar and delicious too. Want more information on protein powder, its benefits, and guidance on which one's best for you? Check out our Protein Guide."
100% Instant Oats,£5.99,Subscribe & Gain,https://www.myprotein.com/vitamins/multivitamin-gummies/12088106.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12088106-1084933719691716.jpg,Stay topped up on important nutrients with our chewable Strawberry flavour Multivitamin Gummies which contain a blend of 11 essential vitamins and minerals.
MP Duffle Bag - Black,£8.00,Accessories,https://www.myprotein.com/sports-accessories/mp-duffle-bag-black/12793284.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12793284-1655009947037895.jpg,"Featuring a side zip shoe compartment, this duffle bag is perfect for your training and travels. With an adjustable and padded shoulder strap for ultimate comfort, this is the ideal travel buddy!"
Myprotein Shaker Bottle,£20.99,Accessories,https://www.myprotein.com/sports-accessories/mp-duffle-bag-black/12793284.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12793284-1655009947037895.jpg,"Featuring a side zip shoe compartment, this duffle bag is perfect for your training and travels. With an adjustable and padded shoulder strap for ultimate comfort, this is the ideal travel buddy!"
MP Seamless Knee Sleeve (Single) - Black,£8.00,Gym Training & Weightlifting Equipment,https://www.myprotein.com/sports-clothing/mp-seamless-knee-sleeve-single-black/13844076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13844076-2005002171401813.jpg,Tight and secure yet no restricting! This seamless knee sleeve is perfect for added support during your training.
MYPRO Hand Wraps - Black,£20.99,Gym Training & Weightlifting Equipment,https://www.myprotein.com/sports-clothing/mp-seamless-knee-sleeve-single-black/13844076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13844076-2005002171401813.jpg,Tight and secure yet no restricting! This seamless knee sleeve is perfect for added support during your training.
Daily Multivitamin Tablets,£5.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/daily-multivitamin-tablets/10530076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530076-1104854679981869.jpg,"Vitamins are essential to maintaining overall health and wellbeing, performing many important functions in the body — making it vital you hit your recommended daily requirements. Although vitamins and minerals are really important for our health, many people aren’t getting enough through their diet alone. And, that’s where we come in… What is Daily Multivitamin? We’ve packed seven essential vitamins including vitamins A, C, D3, E, as well as thiamine, riboflavin, and niacin into one super-convenient tablet — helping to support your everyday wellbeing while keeping you on top of your game while maintaining your busy lifestyle.1,2 Our Daily Multivitamin is a great addition to your daily diet, whether you’re looking to perform in the gym or on the pitch. Discover more from our Myvitamins range here."
Alpha Men Multivitamin Tablets,£16.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/daily-multivitamin-tablets/10530076.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530076-1104854679981869.jpg,"Vitamins are essential to maintaining overall health and wellbeing, performing many important functions in the body — making it vital you hit your recommended daily requirements. Although vitamins and minerals are really important for our health, many people aren’t getting enough through their diet alone. And, that’s where we come in… What is Daily Multivitamin? We’ve packed seven essential vitamins including vitamins A, C, D3, E, as well as thiamine, riboflavin, and niacin into one super-convenient tablet — helping to support your everyday wellbeing while keeping you on top of your game while maintaining your busy lifestyle.1,2 Our Daily Multivitamin is a great addition to your daily diet, whether you’re looking to perform in the gym or on the pitch. Discover more from our Myvitamins range here."
A-Z Multivitamin Tablets,£7.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/alpha-men-multivitamin-tablets/10530421.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530421-3104926487711944.jpg,"What is the Alpha Men Multivitamin? Alpha Men Multivitamin is our advanced formula, which contains essential vitamins and minerals to support you with your goals. Each tablet includes calcium, vitamin D, selenium, pantothenic acid (vitamin B5), biotin, as well as energising natural extracts — boosting your everyday wellbeing,1,2 while you train hard, and keep up with a busy lifestyle. Our Alpha Men Multivitamin has been specially tailored to make it the perfect supplement for the active male. Discover more from our Myvitamins range here."
Multivitamin Gummies,£8.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/alpha-men-multivitamin-tablets/10530421.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530421-3104926487711944.jpg,"What is the Alpha Men Multivitamin? Alpha Men Multivitamin is our advanced formula, which contains essential vitamins and minerals to support you with your goals. Each tablet includes calcium, vitamin D, selenium, pantothenic acid (vitamin B5), biotin, as well as energising natural extracts — boosting your everyday wellbeing,1,2 while you train hard, and keep up with a busy lifestyle. Our Alpha Men Multivitamin has been specially tailored to make it the perfect supplement for the active male. Discover more from our Myvitamins range here."
"Vegan Hair, Skin & Nails Gummies",£3.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/a-z-multivitamin-tablets/11521278.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11521278-1274854679742985.jpg,"Vitamins and minerals are essential nutrients needed to maintain a healthy body and mind.* They help to keep us in top condition, despite hectic lives and training schedules, which is why we’ve got you covered. Our A-Z Multivitamin delivers a unique formula of essential vitamins and minerals, boasting great health benefits for everyday wellbeing. What are the benefits of A-Z Multivitamin? Packed with a whole host of essential vitamins and minerals including calcium, vitamin C, iron, zinc, and B vitamins, it’s the perfect once-a-day supplement – whatever your fitness goals. Iron and zinc contribute to normal cognitive function, so you can always stay one step ahead. And what’s more, zinc, along with vitamin A, supports healthy eyes and vision.* Plus, the additions of vitamin C and vitamin B12 contribute to the normal function of the immune system and help to reduce tiredness and fatigue* – helping to keep you feeling fit and healthy to power through your busy schedule. When to take A-Z Multivitamin? Take just one tablet daily to receive a whole host of health benefits. *Iron contributes to normal cognitive function *Zinc contributes to normal cognitive function *Zinc contributes to the maintenance of normal vision *Vitamin A contributes to the maintenance of normal vision *Vitamin C contributes to the reduction of tiredness and fatigue *Niacin contributes to the reduction of tiredness and fatigue *Magnesium contributes to a reduction of tiredness and fatigue *Vitamin B12 contributes to the reduction of tiredness and fatigue *Vitamin B6 contributes to the reduction of tiredness and fatigue *Iron contributes to the normal function of the immune system *Selenium contributes to the normal function of the immune system *Vitamin C contributes to the normal function of the immune system"
Zinc & Magnesium Capsules,£5.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/a-z-multivitamin-tablets/11521278.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11521278-1274854679742985.jpg,"Vitamins and minerals are essential nutrients needed to maintain a healthy body and mind.* They help to keep us in top condition, despite hectic lives and training schedules, which is why we’ve got you covered. Our A-Z Multivitamin delivers a unique formula of essential vitamins and minerals, boasting great health benefits for everyday wellbeing. What are the benefits of A-Z Multivitamin? Packed with a whole host of essential vitamins and minerals including calcium, vitamin C, iron, zinc, and B vitamins, it’s the perfect once-a-day supplement – whatever your fitness goals. Iron and zinc contribute to normal cognitive function, so you can always stay one step ahead. And what’s more, zinc, along with vitamin A, supports healthy eyes and vision.* Plus, the additions of vitamin C and vitamin B12 contribute to the normal function of the immune system and help to reduce tiredness and fatigue* – helping to keep you feeling fit and healthy to power through your busy schedule. When to take A-Z Multivitamin? Take just one tablet daily to receive a whole host of health benefits. *Iron contributes to normal cognitive function *Zinc contributes to normal cognitive function *Zinc contributes to the maintenance of normal vision *Vitamin A contributes to the maintenance of normal vision *Vitamin C contributes to the reduction of tiredness and fatigue *Niacin contributes to the reduction of tiredness and fatigue *Magnesium contributes to a reduction of tiredness and fatigue *Vitamin B12 contributes to the reduction of tiredness and fatigue *Vitamin B6 contributes to the reduction of tiredness and fatigue *Iron contributes to the normal function of the immune system *Selenium contributes to the normal function of the immune system *Vitamin C contributes to the normal function of the immune system"
Calcium & Magnesium Tablets,£6.99,Multivitamin Supplements,https://www.myprotein.com/vitamins/multivitamin-gummies/12088106.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12088106-1084933719691716.jpg,Stay topped up on important nutrients with our chewable Strawberry flavour Multivitamin Gummies which contain a blend of 11 essential vitamins and minerals.
"Hair, Skin & Nails",£9.99,Multivitamin Supplements,https://www.myprotein.com/vitamins/multivitamin-gummies/12088106.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12088106-1084933719691716.jpg,Stay topped up on important nutrients with our chewable Strawberry flavour Multivitamin Gummies which contain a blend of 11 essential vitamins and minerals.
Hormone Balance Capsules,£29.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/vegan-hair-skin-nails-gummies/14272307.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899612-1364943591755707.jpg,"It’s important to remember that beauty starts from within. To look your best on the outside, you’ve got to nourish your body with the right nutrients — and that’s where we come in. Our Vegan Hair, Skin & Nails Gummies are a nourishing blend of vitamins and minerals, including zinc to contribute to healthy hair, skin and nails, (1) vitamin C to support collagen formation in the skin (2) and vitamin A to maintain skin health 4 help to keep you looking great, whatever the day brings."
"Hair, Skin & Nails Gummies",£14.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/vegan-hair-skin-nails-gummies/14272307.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12899612-1364943591755707.jpg,"It’s important to remember that beauty starts from within. To look your best on the outside, you’ve got to nourish your body with the right nutrients — and that’s where we come in. Our Vegan Hair, Skin & Nails Gummies are a nourishing blend of vitamins and minerals, including zinc to contribute to healthy hair, skin and nails, (1) vitamin C to support collagen formation in the skin (2) and vitamin A to maintain skin health 4 help to keep you looking great, whatever the day brings."
Digestion,£5.99,Multivitamin Supplements,https://www.myprotein.com/sports-nutrition/zinc-magnesium-capsules/10529513.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529513-9104913772545574.png,"Zinc and magnesium are essential minerals with a wide range of roles within your body — making this supplement the ideal partner to support your training. Plus, we’ve now added vitamin B6 to our Zinc & Magnesium capsules, great for supporting your immune system and keeping fatigue at bay.1,2 What is Zinc & Magnesium? Our Zinc & Magnesium capsules are an excellent source of both minerals, making it easy to stay topped up on zinc and magnesium throughout the day. Zinc is an essential nutrient that aids many vital functions within your body. Since your body cannot naturally produce zinc, it must be obtained through either your diet or supplements. Magnesium occurs naturally in the body, and is essential to normal bodily function — making it highly important that you get enough of this micronutrient. Discover more from our Myvitamins range here."
Creatine Monohydrate Tablets,£3.99,Vitamins,https://www.myprotein.com/sports-nutrition/creatine-monohydrate-tablets/10575029.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575029-1274860399442497.jpg,"Our creatine monohydrate tablets are a super-convenient way to get the scientifically proven benefits of creatine, helping you to improve your performance workout after workout.1"
Zinc & Magnesium Capsules,£6.99,Vitamins,https://www.myprotein.com/sports-nutrition/creatine-monohydrate-tablets/10575029.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575029-1274860399442497.jpg,"Our creatine monohydrate tablets are a super-convenient way to get the scientifically proven benefits of creatine, helping you to improve your performance workout after workout.1"
Ashwagandha KSM66 Capsules,£3.99,Vitamins,https://www.myprotein.com/sports-nutrition/zinc-magnesium-capsules/10529513.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529513-9104913772545574.png,"Zinc and magnesium are essential minerals with a wide range of roles within your body — making this supplement the ideal partner to support your training. Plus, we’ve now added vitamin B6 to our Zinc & Magnesium capsules, great for supporting your immune system and keeping fatigue at bay.1,2 What is Zinc & Magnesium? Our Zinc & Magnesium capsules are an excellent source of both minerals, making it easy to stay topped up on zinc and magnesium throughout the day. Zinc is an essential nutrient that aids many vital functions within your body. Since your body cannot naturally produce zinc, it must be obtained through either your diet or supplements. Magnesium occurs naturally in the body, and is essential to normal bodily function — making it highly important that you get enough of this micronutrient. Discover more from our Myvitamins range here."
Maca Capsules,£4.99,Vitamins,https://www.myprotein.com/sports-nutrition/zinc-magnesium-capsules/10529513.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529513-9104913772545574.png,"Zinc and magnesium are essential minerals with a wide range of roles within your body — making this supplement the ideal partner to support your training. Plus, we’ve now added vitamin B6 to our Zinc & Magnesium capsules, great for supporting your immune system and keeping fatigue at bay.1,2 What is Zinc & Magnesium? Our Zinc & Magnesium capsules are an excellent source of both minerals, making it easy to stay topped up on zinc and magnesium throughout the day. Zinc is an essential nutrient that aids many vital functions within your body. Since your body cannot naturally produce zinc, it must be obtained through either your diet or supplements. Magnesium occurs naturally in the body, and is essential to normal bodily function — making it highly important that you get enough of this micronutrient. Discover more from our Myvitamins range here."
Collagen Capsules,£5.99,Vitamins,https://www.myprotein.com/sports-nutrition/ashwagandha-ksm66-capsules/12335319.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12335319-1224838897931732.jpg,"Ashwagandha, also known as Indian Ginseng or Winter Cherry, is a traditional herb that’s native to India and commonly used in ayurvedic medicine. The ashwagandha plant is a small shrub and member of the Nightshade family, that’s been used for thousands of years, but has seen a huge rise in popularity in recent years — with increasingly more research published every year into the benefits of the traditional herb."
Calcium & Magnesium Tablets,£6.99,Vitamins,https://www.myprotein.com/sports-nutrition/ashwagandha-ksm66-capsules/12335319.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12335319-1224838897931732.jpg,"Ashwagandha, also known as Indian Ginseng or Winter Cherry, is a traditional herb that’s native to India and commonly used in ayurvedic medicine. The ashwagandha plant is a small shrub and member of the Nightshade family, that’s been used for thousands of years, but has seen a huge rise in popularity in recent years — with increasingly more research published every year into the benefits of the traditional herb."
Zinc Tablets,£16.99,Vitamins,https://www.myprotein.com/sports-nutrition/maca-capsules/11323796.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11323796-1874917372266178.jpg,"Maca, also known as Peruvian Ginseng, is a native South American plant found in the Andes. It’s a heavily researched ingredient, that’s been used for centuries in traditional medicine, and our Maca capsules are a convenient way to make it part of your active lifestyle. Discover more from our Myvitamins range here."
Creapure® Micronised Creatine Capsules,£7.99,Vitamins,https://www.myprotein.com/sports-nutrition/maca-capsules/11323796.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11323796-1874917372266178.jpg,"Maca, also known as Peruvian Ginseng, is a native South American plant found in the Andes. It’s a heavily researched ingredient, that’s been used for centuries in traditional medicine, and our Maca capsules are a convenient way to make it part of your active lifestyle. Discover more from our Myvitamins range here."
ZMA® Capsules,£13.99,Vitamins,https://www.myprotein.com/myvitamins-collagen-capsules/11338775.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11338775-9584828040720049.jpg,"Our Collagen capsules are packed with naturally occurring porcine type 1 collagen, that’s designed specifically to boost and support our natural levels. Discover more from our Myvitamins range here."
Vegan A-Z Multivitamin Capsules,£14.99,Vitamins,https://www.myprotein.com/myvitamins-collagen-capsules/11338775.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11338775-9584828040720049.jpg,"Our Collagen capsules are packed with naturally occurring porcine type 1 collagen, that’s designed specifically to boost and support our natural levels. Discover more from our Myvitamins range here."
Hormone Balance Capsules,£12.99,Vitamins,https://www.myprotein.com/sports-nutrition/calcium-magnesium-tablets/11311254.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11311254-2954907331505362.jpg,"Our Calcium & Magnesium tablets are an easy way to make sure you hit your daily recommended amount of calcium and magnesium. What is Calcium? Calcium is essential for all living beings and is the most abundant mineral in the human body. Calcium supports many of your body’s vital functions ­­— including the metabolism, digestion,2 neurotransmissions,3 and muscle function.4 Calcium is also needed for the maintenance of healthy bones and teeth.5,6 Since calcium is an essential micronutrient, getting enough every day is very important and it can sometimes be difficult to get from your diet alone. Taking a calcium supplement is a super-convenient way of boosting your intake of this vital mineral — just one serving of our Calcium & Magnesium supplement gives you 100% of your recommended daily intake. What is Magnesium? Magnesium is a mineral that is abundant in the human body. Like calcium, magnesium has many key roles within your body — including supporting the nervous system,7 metabolism,8 and muscle function.9 Magnesium also helps to maintain healthy bones and teeth,10,1 and supports a reduction in tiredness and fatigue.12 Magnesium tablets offer a handy way of getting a boost of this essential micronutrient — one serving of our Calcium & Magnesium supplement contains 100% of your recommended daily intake. Discover more from our Myvitamins range here."
Pre-Workout Gummies,£11.99,Vitamins,https://www.myprotein.com/sports-nutrition/calcium-magnesium-tablets/11311254.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11311254-2954907331505362.jpg,"Our Calcium & Magnesium tablets are an easy way to make sure you hit your daily recommended amount of calcium and magnesium. What is Calcium? Calcium is essential for all living beings and is the most abundant mineral in the human body. Calcium supports many of your body’s vital functions ­­— including the metabolism, digestion,2 neurotransmissions,3 and muscle function.4 Calcium is also needed for the maintenance of healthy bones and teeth.5,6 Since calcium is an essential micronutrient, getting enough every day is very important and it can sometimes be difficult to get from your diet alone. Taking a calcium supplement is a super-convenient way of boosting your intake of this vital mineral — just one serving of our Calcium & Magnesium supplement gives you 100% of your recommended daily intake. What is Magnesium? Magnesium is a mineral that is abundant in the human body. Like calcium, magnesium has many key roles within your body — including supporting the nervous system,7 metabolism,8 and muscle function.9 Magnesium also helps to maintain healthy bones and teeth,10,1 and supports a reduction in tiredness and fatigue.12 Magnesium tablets offer a handy way of getting a boost of this essential micronutrient — one serving of our Calcium & Magnesium supplement contains 100% of your recommended daily intake. Discover more from our Myvitamins range here."
Creatine Gummies,£6.99,Vitamins,https://www.myprotein.com/sports-nutrition/zinc-tablets/10575261.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575261-1384904413566195.jpg,"What are the benefits of Zinc Tablets? Our Zinc tablets are an easy-to-take everyday supplement that’ll help you to feel fit and ready to take on whatever your busy schedule throws at you. 1,3 Not only are they a great support for your general wellbeing, with zinc playing a key role in supporting your immune system, metabolism and cognitive function,1,2,3 but they’ll help to keep you looking your best on the outside too — maintaining your hair, skin and nails.4 And that’s not all! Zinc also plays an important part in protein synthesis, maintaining your bones, and contributing to normal fertility.5,6,7 What are the best zinc supplements?  We offer a variety of zinc supplements so that you can find the one that’s best for you. As well as pure Zinc, we also have Zinc & Magnesium tablets that provide a boost of magnesium, which supports muscle function and the normal functioning of the nervous system.8 There’s also ZMA° which is a powerful blend of zinc, magnesium, and vitamin B6 — helping to support the immune system,1,9 metabolism,2,10 and helps to reduce fatigue.11 1. Zinc contributes to the normal function of the immune system. 2. Zinc contributes to normal carbohydrate metabolism, normal macronutrient metabolism and normal metabolism of fatty acids. 3. Zinc contributes to normal cognitive function.  4. Zinc contributes to the maintenance of normal hair, skin and nails.  5. Zinc contributes to normal protein synthesis  6. Zinc contributes to the maintenance of normal bones. 7. Zinc contributes to normal fertility and reproduction.  8. Magnesium contributes to normal muscle function and to normal functioning of the nervous system.  9. Vitamin B6 contributes to the normal function of the immune system.  10. Vitamin B6 contributes to normal protein and glycogen metabolism. 11. Magnesium and vitamin B6 contribute to a reduction of tiredness and fatigue."
Green Tea Extract Plus Tablets,£6.99,Vitamins,https://www.myprotein.com/sports-nutrition/zinc-tablets/10575261.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10575261-1384904413566195.jpg,"What are the benefits of Zinc Tablets? Our Zinc tablets are an easy-to-take everyday supplement that’ll help you to feel fit and ready to take on whatever your busy schedule throws at you. 1,3 Not only are they a great support for your general wellbeing, with zinc playing a key role in supporting your immune system, metabolism and cognitive function,1,2,3 but they’ll help to keep you looking your best on the outside too — maintaining your hair, skin and nails.4 And that’s not all! Zinc also plays an important part in protein synthesis, maintaining your bones, and contributing to normal fertility.5,6,7 What are the best zinc supplements?  We offer a variety of zinc supplements so that you can find the one that’s best for you. As well as pure Zinc, we also have Zinc & Magnesium tablets that provide a boost of magnesium, which supports muscle function and the normal functioning of the nervous system.8 There’s also ZMA° which is a powerful blend of zinc, magnesium, and vitamin B6 — helping to support the immune system,1,9 metabolism,2,10 and helps to reduce fatigue.11 1. Zinc contributes to the normal function of the immune system. 2. Zinc contributes to normal carbohydrate metabolism, normal macronutrient metabolism and normal metabolism of fatty acids. 3. Zinc contributes to normal cognitive function.  4. Zinc contributes to the maintenance of normal hair, skin and nails.  5. Zinc contributes to normal protein synthesis  6. Zinc contributes to the maintenance of normal bones. 7. Zinc contributes to normal fertility and reproduction.  8. Magnesium contributes to normal muscle function and to normal functioning of the nervous system.  9. Vitamin B6 contributes to the normal function of the immune system.  10. Vitamin B6 contributes to normal protein and glycogen metabolism. 11. Magnesium and vitamin B6 contribute to a reduction of tiredness and fatigue."
Apple Cider Vinegar Gummies,£18.99,Vitamins,https://www.myprotein.com/sports-nutrition/creapure-micronised-creatine-capsules/10574930.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10574930-2114860399336489.jpg,"Creapure® Micronised Creatine delivers the ultimate boost to maximise results,1 whether you’re lifting heavy or preparing for a sprint start, our convenient capsules will push your performance.1"
Vimto Multivitamin Gummies,£7.99,Vitamins,https://www.myprotein.com/sports-nutrition/creapure-micronised-creatine-capsules/10574930.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10574930-2114860399336489.jpg,"Creapure® Micronised Creatine delivers the ultimate boost to maximise results,1 whether you’re lifting heavy or preparing for a sprint start, our convenient capsules will push your performance.1"
100% Magnesium Citrate Powder,£9.99,Vitamins,https://www.myprotein.com/sports-nutrition/zma-capsules/10529452.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529452-5084907332039314.jpg,"Our ZMA® capsules are a great addition to your daily diet, whether you’re looking to perform in the gym or on the pitch. What are ZMA® Capsules? ZMA® is a unique patented blend of zinc, magnesium, and vitamin B6, which are essential vitamins and minerals that play an important role in overall health and wellbeing. Zinc helps to maintain normal testosterone levels, magnesium to reduce everyday tiredness,2 and the added vitamin B6 can boost your natural defences.3 Each 2 capsule serving is packed with 7mg of vitamin B6, 300mg of magnesium, and 20mg of zinc — making our highly-bioavailable ZMA® the perfect daily supplement for active men and women. Discover more from our Myvitamins range here."
Lipid Binder Tablets,£7.49,Vitamins,https://www.myprotein.com/sports-nutrition/zma-capsules/10529452.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10529452-5084907332039314.jpg,"Our ZMA® capsules are a great addition to your daily diet, whether you’re looking to perform in the gym or on the pitch. What are ZMA® Capsules? ZMA® is a unique patented blend of zinc, magnesium, and vitamin B6, which are essential vitamins and minerals that play an important role in overall health and wellbeing. Zinc helps to maintain normal testosterone levels, magnesium to reduce everyday tiredness,2 and the added vitamin B6 can boost your natural defences.3 Each 2 capsule serving is packed with 7mg of vitamin B6, 300mg of magnesium, and 20mg of zinc — making our highly-bioavailable ZMA® the perfect daily supplement for active men and women. Discover more from our Myvitamins range here."
